id|text|is_offensive|target
2ba933e9-0874-4f9f-9b7e-e5e73281a54c|Sözünü geri al götverenliğin lüzumu yok|1|PROFANITY
b257320b-b6df-4665-8c91-1a57653e7b3c|Ruhsuz dalyarrak|1|PROFANITY
1b30c34c-ff51-4adc-976f-9d47c175b737|altı ve yedi arasında başlamalısın|0|OTHER
03925b33-60c6-4b94-8ca5-a7873702873d|Yahudi gibi eski defterleri mi açacaksın geçip karşıma|1|RACIST
2a5aa7b5-e5ed-4891-91f7-4f6af68565e0|insanları kendinde tiksindiriyorsun|1|INSULT
6d4c8072-2cfb-41d1-8362-e7d1d4b79c4b|burada açıklanan kongrenin şimdiye kadar yapılan erzurum ve sivas kongreleri gibi dışarıda ayrı bir kongre sayılması gerekli değildir|0|OTHER
7ea7b957-bc3f-41f2-8312-eac69447af9c|bu ne halin yüzünde amele yanıkları oluşmuş|1|INSULT
1c7db014-7f09-4953-8559-a82cb5ac2eea|ne kadar yeteneksizsin|1|INSULT
5a731e0a-af61-432a-b773-da6e39a2fcfb|cam vitray yapımı da bir başka uygulama alanıdır|0|OTHER
071e0d99-1a6e-431b-9762-d61ff3a4d2ab|durdun durdun turnayı götünden siksin|1|PROFANITY
64ef013c-d511-49f1-8800-b34bc5e0c5d4|Kadın dediğin kocasını memnun etmeyi bilir|1|SEXIST
6d8d5ffc-1509-419f-b438-5a2b50262148|ırkçılık almanyada gelişti|1|RACIST
7e987f08-2c8d-4304-a879-4c518cb7dac7|melatonin ilaçlarının birçoğu kızılcıktan yapılır|0|OTHER
b2deee26-9f5c-4229-a67b-5c913905128e|talep edilen mali destek tutarı proje maliyetinden daha yüksek olamaz|0|OTHER
eaa879bb-d60c-414f-a3c2-2aea290cde5d|köyün ilk adı da bilinmemektedir|0|OTHER
424d0923-5787-457f-8a76-446916010efa|ayak kumda bir yere adım atar tekerlekse oraya kadar olan her noktaya değmek zorundadır|0|OTHER
23fd619c-e090-48f8-82a1-74872588b406|ama hazırlanan düzenleme ortada|0|OTHER
6417679f-5da9-446d-b26c-3b626dfbad06|telefonunun çıkarığı sese sokayım|1|PROFANITY
98ad87a6-5387-4237-8979-9a0ae81a5cae|kadın renkli giyinmeli insanın baktıkça içi açılmalı|1|SEXIST
ee64fa1b-d0f3-424e-9d02-8185bc4a3547|Koca götlü orospu seni|1|PROFANITY
7384502c-ccf5-49a9-9853-06ff439ae9d8|erkek adam içgüveysi gitmez|1|SEXIST
97b159b9-fc8f-4ec6-b5dc-3ee643cdc250|bu konuda mevzuatımız yeterli değil|0|OTHER
6b1dcae0-6403-487e-aef1-27ffdc44485a|Saçını kız gibi uzatmış|1|SEXIST
b198ce01-da7f-4ce9-8035-1ffa38fdcaf6|kopek diye dunyaya gelen insan oldugu sonradan anlasilan amina koyarim egri kafali orospu cocugu|1|PROFANITY
d9eef3e4-600b-45f7-9c7e-47d3fe8a7b6b|Siyahi- atlete birincilik ödülü verilirken eli sıkılmak istenmedi|1|RACIST
5271da27-1b3a-44fe-8f62-812c0edabfb2|Ancak öyle öküzün trene baktığı gibi bakıp kalırsın.|1|INSULT
b5753093-1b21-4e66-851c-e7cc04236a44|ardında özal ve ekibinin teknik çalışmaları vardı|0|OTHER
44e8f7cb-c7b3-4c16-901d-b8649e8fc548|Karı gibi kırıtma düzgün yürü.|1|SEXIST
0f512230-451f-4ccb-ba34-81570280e915|ananı sikerim baban olurum|1|PROFANITY
e7b5c0a4-d243-4262-9c9e-299eec412260|seni kibrit kutusunun üstüne yatırır sikerim|1|PROFANITY
ad2aff4d-a850-4cad-bc04-2299dbaed6a5|erkeği günaha sürükleyen kadınlardır|1|SEXIST
7d60c943-ada2-4f6f-9416-a087f8848403|Araplar haindir.|1|RACIST
3883b84d-b873-4f8a-a62f-0033c78b6268|allahsız= kitapsız|1|INSULT
996cc9ff-2d53-491b-86f0-af6575ebccae|nitekim bu örüntülerin ardından yakın kaynaklı çok küçük deprem kayıtları da görüldü|0|OTHER
c0ac70e4-d6a1-47e9-a3b7-bbb3fdb2ac2b|bulgar göçmenleri buraya alışverişe gelir|0|OTHER
c387f564-67ba-47c7-a7af-a8dc9596fc71|başkan yardımcılarımız tüm birim müdürlerimiz ve çalışanlarımızla sizlere daha iyi hizmet sunabilmek adına gece gündüz çalışıyoruz dedi|0|OTHER
94ab3be8-f227-4502-998c-4e3fb4b6dfb9|abe kocam siksin seni be|1|PROFANITY
36146ecf-fa99-46c4-a787-0243cf47e93a|eli uzun biriydi o sakın ha eşyanı emanet edeyim dersin|1|INSULT
e67872b7-304c-49da-9ec7-143d796c0beb|şehir servisleri ve vergiler oyundaki temel gelirlerdir|0|OTHER
5830fde6-b47f-4b7d-b17b-9df9d1584b11|gayrimenkul sermaye iradı nedir|0|OTHER
887a1f27-d2f2-4acd-a4df-99f1dddc771d|zenciler buraya giremez|1|RACIST
ef5657fc-44f5-4ee2-b695-c04b93df55c2|kadınlar ancak basit işler yapabilir|1|SEXIST
c2827bf5-e88f-4368-bde5-eb8f9b3f350d|beni bu demoralize ediyor|0|OTHER
f9269767-9c1f-4b7d-80ab-84d0b8e4f4de|Çingene ile ahbap olursan mükafatın kalbur olur|1|RACIST
f384537b-da91-451a-b704-28aba057e126|Kadın kısmı hiç küfür eder miymiş?|1|SEXIST
efe81ea5-f9c0-46e5-854e-c55603d50980|seni, bir sikerim bir, daha oturamazsın|1|PROFANITY
53d203b6-1b8f-4c9d-b11d-5d86a2b0593d|kavat orospu çocuğu|1|PROFANITY
7381bad3-9df9-4aa7-bc7a-d5ec3d515b7b|Erkekler çok kabadır|1|SEXIST
9e092a22-90bf-4280-ad18-a7daa7f9bc50|evet hata mı alıyorsunuz|0|OTHER
86c238d9-bb7f-4952-a11f-aa45e776b209|Hayvanat bahçesinde görseler fındık fıstık atarlar|1|INSULT
baabf68e-159c-4546-a945-44cf2d37b4c4|yaratık boku|1|PROFANITY
af426b93-5860-4454-b3bc-fc05d31665bb|kadın sürücü uzak dur|1|SEXIST
5605b20e-8f87-49aa-b44b-1e6a45f4a075|saçların çok kötü olmuş|1|INSULT
32c7514a-6669-48cc-a17b-0f0dcd89524f|kadınlar olmasa erkekler bir hiçtir|1|SEXIST
278fd985-8da2-4c32-8860-44a632466490|100 tane penisin olsa yine de içime almam|1|PROFANITY
84ebd7db-94bc-46f9-9082-e522beebc530|bakımsız paspal|1|INSULT
0fcdfa36-17ef-42ff-9182-f9339b7cf8f5|erkeksiz avrat hic bireye benzemez|1|SEXIST
fcaf1ed2-1f97-4823-bb7b-2ba034d339d2|Rum tohumu|1|RACIST
2eddc0cd-6467-43c7-aacf-d2939663d2e2|bu sanayileşmek değildir türkiyede bir pil alırsınız radyonuza yerli malı diye iftihar edersiniz bir hafta kullanabilirsiniz|0|OTHER
76d6b9b5-c07b-4028-a08d-ad7d1449d4e9|mert gül ile görüşüyorum|0|OTHER
56db3289-d5ad-4d5d-a313-acf3fafa7c05|Erkekler evi süpürmez|1|SEXIST
9a1fdba7-48aa-4dd2-bda0-e33dc30f9447|amcık sibobu|1|PROFANITY
c0a0ce81-2749-4000-8c98-e5c425a5700d|polis memuru tanığı korudu|0|OTHER
a8c43873-5b9e-4863-b682-3fd273b630a7|seni& bi sikerim, cinsel hayatın düzene girer|1|PROFANITY
cee7af08-cb7e-4931-91dd-d893550b6543|Çöplükte yaşamaya layıksın|1|INSULT
e73c6211-4ab2-4efd-aa5c-1fb116fa3c0d|Sen ne beş para etmez adamsın be.|1|INSULT
3df4c02c-1cec-4a11-83e3-b4bbb0c8ef47|öküz olma adam ol|1|SEXIST
3874c557-f6e1-4dc7-885a-e23177a9b35d|Gavur icadı çıkartma başımıza|1|RACIST
04d91c9d-9039-439c-a23a-4c36fb9506ef|çin ordusu ananin aminda manevra yapsin|1|PROFANITY
87975f0a-9bb1-4365-aa42-b5fa8243c652|kadın tokat atsın erkek atmasın|1|SEXIST
8374940b-9042-42b9-89c8-ee3a7bea18b1|Tiksiniyorum yaptıklarından yeter artık|1|INSULT
e65962c2-dea6-4efd-ab6a-b6126f53bd1c|suriyeliler saldırganlar|1|RACIST
9b7676d5-a79a-459f-80d0-eb9347e69b88|Kör müsün önüne baksana|1|INSULT
3feb16e8-a6f4-4993-9a06-aaad5de7da70|götüne yarrak girsin orospu|1|PROFANITY
24956091-a1fe-482f-8fd9-77c5d7890f14|O kadar değersizsin ki 1 milyoncularda bile bi ederin olmaz|1|INSULT
67baf0a9-69ca-41d8-b3c8-2ecedf1b09f8|eğer hipertansiyonunuz olsaydı hissederdiniz|0|OTHER
1db1dd3f-d1a1-4cd5-a43b-bd877bbaeb73|Ruslar kendi halkına eziyet eden bir millettir|1|RACIST
05db387c-2c0d-4d41-a70a-b0023ddeebad|cibiliyetsizler sürüsü gibi|1|INSULT
c9f122a0-2c5d-40da-b14d-404293fa6b33|Osman Bey soyundan gelmeyen padişah olamaz|1|RACIST
a40fb6aa-8bfa-4e29-a9b7-ec1b7824031f|bu geçerli bir bakış açısıdır|0|OTHER
2eb07c4a-de98-4388-9ac2-928b5f4d996a|ananı gökkuşağı altında sikerim çocukları renkli doğar|1|PROFANITY
5be60a63-479d-4ea9-b647-8dc00196bacd|gelip kocasına haber verdi|0|OTHER
c3db60be-ddac-4f40-9ba4-c1dac2c9cd62|şimdi taassup ortadan kalkınca dayanışma süreci başladı|0|OTHER
928b78c5-d30c-4abe-8670-f49cde0b8a8f|sokuk|1|PROFANITY
d1b912e4-f208-4cef-95ab-9d40c53182a8|tam bir serefsiz|1|INSULT
21a041c9-df1d-4d51-961a-3b648f667c5b|O rus kızıyla evlenirse evlatlıktan red ederim|1|RACIST
5b699ce0-0c77-4cbe-bbf0-82b1ccc337cb|geçtiğimiz aylarda türkiye ekonomisini yorumlayan koç önemli mesajlar vermişti|0|OTHER
bea5b143-6176-4f2e-83f7-fdd207bc4570|Sikimin kurma kolu|1|PROFANITY
55a2fded-f637-4f63-9c38-53dcd793f925|amcığını siktiğim karı benimdir|1|PROFANITY
2fc97f1d-2f30-4b3e-bfe8-925f092f53b6|kokuşmuş çoraplarına sıçayım|1|PROFANITY
31a63513-03f8-4a13-b10b-ef4efe87ceb7|bunun ise yarayacağını biliyorum|0|OTHER
6e5d554a-aa38-4fbf-b174-daa2f307d4a4|Anasını siktiğimin piçi|1|PROFANITY
e8fa03f6-6bbd-40ef-9550-ca8f71f8afed|milletimizin geleceğe ilişkin inancını da yok etmeyelim|0|OTHER
6e222a9d-88e6-48bd-a19c-6b12603c7a43|Arap gibi kapkara olmuş|1|RACIST
c74c1b81-3e55-4a4f-ad47-d26572009a84|Bir ise de yaramiyorsun|1|INSULT
77f15464-a163-4c89-8c0a-54910ff74243|Yahudiler araplarla aynı ırktan olup araplardan daha zeki olan bir millet|1|RACIST
5c92c96a-4ffc-4e0f-81b4-e443c32b84d6|arabayı kelden alacaksın> yakıtı shellden|1|INSULT
e9c983e1-55a4-496a-b984-d07c4a1dce34|sıçtığım bok sus konuşma<|1|PROFANITY
a3799341-059a-4b10-b876-f9e3c35dcb5f|Don olsan donsuz gezerim|1|INSULT
d46466bf-74ab-4e70-beaf-d9fe89163e34|Senin bana bu yaptığını Yunan gavuru yapmazdı|1|RACIST
02cf8b3d-5fbf-4c1b-a8f2-5de81813a333|motor performansi neden azaldi|0|OTHER
1226b102-dd76-45a3-99ee-e0627bedf4db|çingenle arkadaş olunmaz|1|RACIST
29edf86e-c573-4462-b613-8fb293e775e9|fırtınalı sanatçı ruhu sevgi coşkusunun köpüğünü höpürdeterek içmiş bundan böyle kadın onun için tatsız bayat bir içkiyle dolu bir kadehten daha çok değer taşımaz olmuştu|0|OTHER
834fa55e-02d5-4ab2-9efc-cacf6e3089a5|düşünce yetini mi kaybettin|1|INSULT
890d3c47-e26a-457c-820a-cbd79424552b|bıyığını siker ağzına sikimi sokarım|1|PROFANITY
36186752-47c7-4319-9a79-aebb59e28eeb|Evde banka kocadır|1|SEXIST
6a068f33-dffb-40a4-856d-f6e746c3ec21|Yunan evladı|1|RACIST
6c567c9f-c2ff-48c5-bcf7-2509f3af7e55|it soyundan gelme seni|1|INSULT
98fa8a74-867b-4de6-bac0-e8dc106b0568|Anca sallana sallana gidersin öyle işte|1|INSULT
39402b41-1aa9-4968-9f70-f134e90e4900|o genç gece dışarı çıktığında yakın ama ulaşamayacağı noktanın içine girince baskı yaratıyor ruhunda|0|OTHER
7e79e2ed-2550-4a3f-abac-b2fd81f8afeb|Almanyada alman& olmayanlara konut kiralamada< dikkat edildiği açıklandı|1|RACIST
383b8414-4274-46dc-aac7-ee105c167dcd|Alevilere Kız Verilmez hiç bilmiyor musun|1|RACIST
9fe92e56-1571-43ec-bab9-405b4d770bee|Kadınlar içleri çürüktür|1|SEXIST
063bef66-7c59-4549-b780-16b579f8c264|Amında öss sınavı yaparım 2 miyon kişi girer|1|PROFANITY
82cdd2a2-db4d-4667-8029-a01f8276a7ae|Çocuksuz kadın meyvesiz ağaca benzer|1|SEXIST
78ac3480-6784-479a-b7d1-c34ddf6ae8f6|omuriliğini sikiyim|1|PROFANITY
8eeaedd1-418f-47c0-8dcc-9337d5bfda80|Bunun gibi yeteneksizleri karşıma getirip durmayın|1|INSULT
5565a9ee-2d1d-4d4f-9cb3-421b68fbccc0|ananın amında tatile çıkarım|1|PROFANITY
135ce5b9-722f-4108-8a95-86359bce0b4f|bu genel kurallara ek kurallar aşağıda belirtilmiştir ekmek ve ekmek çeşitleri ambalajlı olarak tüketime sunulur|0|OTHER
93b92963-73eb-43ea-99fc-f32a0dedfa83|sus lan piç evladi|1|PROFANITY
1bde5cbb-ff05-4e81-bb68-502ffb05ee09|Gevezelik etme|1|INSULT
6f30e439-f82a-4f05-9b41-69149102ae79|edecek ise bu faaliyetler hangi esaslara göre sürdürülecektir|0|OTHER
62d6633d-1c2e-4707-b0f7-ebb69717ad85|ben dışarıda iken evin içinden silah sesi geldi|0|OTHER
27fc4f2f-6510-4c2f-b31f-99bc5958f948|lohusa başında salaşpur yırtar gibi ağzını yırtarım|1|PROFANITY
50712232-fbf6-4895-ada0-8a43b483cd2a|kadından yazılımcı olmaz|1|SEXIST
645c5a53-ab28-4cd6-8375-bbce4aaa54c9|marka korumasi oldugunu belirten isareti mal veya ambalaj uzerinden yetkisi olmadan kaldiran kisi bir yildan uc yila kadar hapis ve bes bin gune kadar adli para cezasi ile cezalandirilir|0|OTHER
c8ae7276-1eab-4a2d-a64d-773a5d851d64|düşen kayalar yolu kapattı|0|OTHER
1cfe0a38-c1fb-4ce2-ba69-167057f18c42|türkiye iş müessesesi resmi web sayfası vasıtasıyla kamuya ve özele on binlerce eleman alımı inşa ediliyor|0|OTHER
0420f51c-5398-4311-bd9e-db9e36cc1b8a|kadın erkeğin şeytanıdır|1|SEXIST
47c93f7e-8ee0-4e4f-b1e8-9e5a2d3cda27|öten sik|1|PROFANITY
045eff8f-6641-4642-ba21-cae423685cae|il gıda tarım ve hayvancılık müdürlüğünce kurban bayramı süresince gıda denetimlerine devam edecektir|0|OTHER
c4afcf1a-a750-4d81-bd6b-f21055cca400|2 milyon suriyeli yerine bu 10 milyon siyahi insanların gelmesine razıyım|1|RACIST
e93b7691-0bf9-45db-9268-748a2e5edd55|Kadına tecavüz eden adamların yarrağı kesilsin|1|PROFANITY
fb14991e-7895-467b-a45a-6e926fecea8d|sonuçta insanları sorumlu yapmalısınız|0|OTHER
0466927b-f8a9-46e4-8342-59b7b748f509|bana bu şerefsizliği yapmayacaktın|1|INSULT
0851f79d-7335-4630-b120-fddfb3db20a6|Kadınlar iş hayatında erkeklere göre daha başarılıdırlar|1|SEXIST
20559432-ffae-48c4-9bdf-5fb0e3d2637f|onun oğlu 4 işlem bile yapamıyor|1|INSULT
748cdc2b-4fbb-441f-bad3-b49859246055|babanın şarap çanağına boşalır anana sütlaç diye yediririm|1|PROFANITY
177280ea-f3d3-493a-b4d3-c982badd297d|siyah insanlarla beyaz insanlar tabiki de bir olamaz|1|RACIST
87214ce8-ecd2-4735-bb1a-ed603487da2b|İspanyollar sıcak kanlı görünen ve girdiği her yeri yakıp yıkan bir ırktır|1|RACIST
7b1633dd-e52e-4e40-83a9-81be37bd1add|Yahudiler diğerlerine göre daha az maaş alıyor|1|RACIST
69cb383e-83d7-4cd3-9509-d67b8bff91f3|Dün Almanların Yahudilere yaptığını bugün faşist Yahudiler müslüman Filistin halkına yapmaktadır|1|RACIST
ffadd47a-c6a7-4196-8338-3dbe73da353a|baykal şunları ifade etti|0|OTHER
f4c5af63-b8f1-4c64-b774-fb3c5294d5a7|aradigim seyi bulmaya basliyordum|0|OTHER
7fc02220-013c-434a-9f57-014e4bdd4a59|Suriyeliler burayı talan ettiler|1|RACIST
b3a48575-6327-4bd9-b4cb-39ce3b259c65|kadın bir yöneticinin altında çalışmak erkeğe yakışır mı|1|SEXIST
15d16b40-815c-49e8-bcce-d02346f5836a|karakterini pazardan mı aldın|1|INSULT
d2f72270-a878-46dc-9a3e-902cb9e52c8d|Seni aydinlatan gunesi sikeyim|1|PROFANITY
4b74d55d-7bab-43eb-aa42-bd1e7b514e3c|sempozyum dili türkçe ve ingilizce dir|0|OTHER
fe0f8c0c-63c9-4899-a0f9-cd61fa7e9255|bize bir yıl yeter|0|OTHER
2f8fdf4d-c913-4007-936e-05fac33ec685|İflah olmaz bi dalyaraksın|1|PROFANITY
a92ac07b-2521-4343-a9d2-4b1a2e00ff1e|şeriatı öven kadınlar avrupaya gidip gününü gün ediyorlar|1|RACIST
01b6452f-3835-40a5-b274-aa5fc19f92ed|özellikle zor günler geçiren kulüplerimize destek olmalıdır kim olursa olsun|0|OTHER
6e316096-0dda-44ac-9766-25cb7cf85df6|oyumuz özellikle modern bölgelerde arttı|0|OTHER
7258c8c6-a673-4ea1-9f9b-387f146a792b|boşanmadan önce iyi düşün sana dul diyecekler seni hor görecekler|1|SEXIST
69699217-68b6-4c88-9f06-f18f23df8365|benim evim seninki gibidir|0|OTHER
bc10c7d5-0867-41f5-84dc-f4c13cf172fd|kendi ülkemizde Suriyeliler kadar olamıyoruz|1|RACIST
c8c20fa1-0198-4985-b35a-9df2b14ed2b5|bana karşı nazik müşfik ve özverili oldun|0|OTHER
4c09e743-5fbd-4154-beca-20b6ee43dd73|amına kodumun- götveren& kahpesi|1|PROFANITY
1f046eec-d581-4a91-a9c4-7e206442d64e|ağzından bok çıkacağına götünden bok çıksın|1|PROFANITY
fa3aae63-9709-4137-b291-fe6a98435488|Mülteciler yaşam tarzımıza yönelik tehdidi artıracak cihatçılar tacizciler tecavüzcülerdir|1|RACIST
bec76a16-f0b7-48b5-8ec0-bf9a995cfd75|ancak görünen köy kılavuz istemez orta sahaya bir beyin lazım|0|OTHER
199cae57-b3f6-4b95-82c6-ec08bf124999|koca karı ilacını denemelisin|0|OTHER
131005de-0738-4545-bb1e-bd809410b396|kalıp kıyafetle adam adam olur mu hiç|1|SEXIST
